,Unnamed: 0,radio,lon,lat,range,TowerID,Address
85,85,GSM,77.436131,23.20301,1000,40493-39045-38182,"E-7 ,Hoshangabad Road ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
86,86,GSM,77.436722,23.206064,1000,40493-39045-24031,"E-7 ,Hoshangabad Road ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
87,87,GSM,77.43392,23.243637,1000,40493-39045-58551,"Zone-I ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
88,88,GSM,77.433825,23.244636,1000,40493-39045-38411,"Rachna Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
89,89,GSM,77.42820739746101,23.249130249023,1000,40493-7207-51672,"Afzal Colony ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
90,90,GSM,77.41035500000002,23.25851,1000,40493-7207-38723,"Ghora Nakkas ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
91,91,GSM,77.410065,23.256828,1000,40493-7207-38661,"Sultania Zanana Hospital ,Sultania Road ,Peer Gate Area ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
92,92,GSM,77.410494,23.254751000000002,1000,40493-7207-19091,"Lower Lake ,Sultania Road ,Peer Gate Area ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
93,93,GSM,77.413101,23.253220000000002,1000,40493-7207-58273,"Lower Lake ,Sultania Road ,Peer Gate Area ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
94,94,GSM,77.413426,23.249962,1000,40493-7207-58272,"Police Head Quater ,Sultania Road ,Peer Gate Area ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
95,95,GSM,77.412287,23.244103,1000,40493-7207-13641,"Arera Hills ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
96,96,GSM,77.423222,23.240012,1001,40493-39045-38341,"Arera Hills ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
97,97,GSM,77.429019,23.234773,1000,40493-39045-39762,"Arera Hills ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
98,98,GSM,77.429357,23.234543,1000,40493-39045-51703,"Maharana Pratap Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
99,99,GSM,77.42769,23.215701,1000,40493-39045-38172,"E-5 ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
100,100,GSM,77.430825,23.211612,1000,40493-39045-51541,"Arera Colony ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
101,101,GSM,77.426834,23.214278,1000,40493-39045-51543,"E-5 ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
102,102,GSM,77.42680899999998,23.210282,1000,40493-39045-51542,"1100 Quarters ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
103,103,GSM,77.424275,23.209149,1000,40493-39045-38381,"Ekant Park ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
104,104,GSM,77.424181,23.209305,1000,40493-39045-13522,"Ekant Park ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
105,105,GSM,77.4286,23.217888000000002,1000,40493-39045-38174,"Board Colony ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
106,106,GSM,77.432327270508,23.195571899414002,1000,40493-39045-38203,"SHAHPURA VILLAGE ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
107,107,GSM,77.433,23.231978,1000,40493-39045-13553,"Maharana Pratap Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
108,108,GSM,77.433853,23.233414,1000,40493-39045-38011,"Jyoti Cinema ,Link Road 1 ,Shivaji Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
109,109,GSM,77.432785,23.235854999999997,1000,40493-39045-51702,"Maharana Pratap Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
110,110,GSM,77.430796,23.234288,1000,40493-39045-24871,"Maharana Pratap Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
111,111,GSM,77.429867,23.233967,1000,40493-39045-24873,"Bhopal Haat ,Jail Rd ,Maharana Pratap Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
112,112,GSM,77.416252,23.242345,1000,40493-7207-38252,"Arera Hills ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
113,113,GSM,77.413439,23.24447,1000,40493-7207-38253,"Arera Hills ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
114,114,GSM,77.410094,23.254481,1000,40493-7207-38662,"Budhwara ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
115,115,GSM,77.408981323242,23.264236450194996,1000,40493-7207-38693,"Manohar dairy & Restaurant ,Hamidiya road ,Ghora Nakkas ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
116,116,GSM,77.441597,23.228873999999998,1000,40493-39045-38012,"Kasturba Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
